Defense,Offense,Text
Idaho,New Mexico State,"Larry Rose III run for 1 yd for a TD, (Parker Davidson KICK) IDAHO Penalty, Defensive offside ( Yards) declined"
Idaho,Washington,"Jomon Dotson run for no gain to the Idaho 49 WASHINGTON Penalty, illegal formation ( Yards) declined"
Washington State,Idaho,"Austin Rehkow kickoff for 55 yds , Robert Taylor return for 11 yds to the WshSt 46 WASHINGTON ST Penalty, Offensive holding (10 Yards) declined"
Idaho,Washington State,"Tyler Hilinski pass complete to Dezmon Patmon for no gain to the Idaho 43 WASHINGTON ST Penalty, Offensive holding ( Yards) declined"
UNLV,Idaho,"Matt Linehan sacked by Jason Fao for a loss of 9 yards to the UNLV 40 IDAHO Penalty, Offensive holding ( Yards) declined"
UNLV,Idaho,"Matt Linehan pass incomplete, broken up by Mark Finau IDAHO Penalty, personal foul ( Yards) declined"
Idaho,UNLV,"Johnny Stanton pass incomplete to Andrew Price UNLV Penalty, illegal formation ( Yards) declined"
Idaho,Louisiana Monroe,"Garrett Smith pass intercepted Russell Siavii return for no gain to the Idaho 15 UL MONROE Penalty, ineligible downfield on pass ( Yards) declined"
Idaho,Louisiana,"Anthony Jennings pass complete to Michael Jacquet for 13 yds to the LaLaf 49 for a 1ST down IDAHO Penalty, Defensive offside ( Yards) declined for a 1ST down"
Texas State,Idaho,"Matt Linehan pass incomplete to Deon Watson IDAHO Penalty, ineligible downfield on pass ( Yards) declined"
South Alabama,Idaho,"Matt Linehan pass complete to Jordan Frysinger for 13 yds to the IDAHO 46 for a 1ST down SOUTH ALABAMA Penalty, Defensive holding ( Yards) declined for a 1ST down"
Western Michigan,Idaho,"Aaron Duckworth run for no gain to the Idaho 8 IDAHO Penalty, personal foul ( Yards) declined"
Idaho,Louisiana,"Elijah Mitchell run for 4 yds to the LaLaf 30 for a 1ST down IDAHO Penalty, Defensive offside ( Yards) declined for a 1ST down"
Missouri,Idaho,"Matt Linehan pass complete to Alfonso Onunwor for 23 yds to the MISSOURI 40 for a 1ST down MISSOURI Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Missouri,Idaho,"Mason Petrino pass complete to David Ungerer for 35 yds to the Misso 2 for a 1ST down MISSOURI Penalty, TGB ( Yards) declined for a 1ST down"
New Mexico State,Idaho,"IDAHO Penalty, Offensive holding ( Yards) declined"
Illinois,Louisiana Tech,"Cody Sokol pass incomplete to Carlos Henderson LOUISIANA TECH Penalty, Personal Foul (Josh Robinson) declined"
Kent State,Illinois,"Ke'Shawn Vaughn run for 2 yds to the Illin 17 ILLINOIS Penalty, illegal formation ( Yards) declined"
Purdue,Illinois,"Ke'Shawn Vaughn run for 78 yds for a TD, (Taylor Zalewski KICK) PURDUE Penalty, Defensive offside ( Yards) declined"
Ohio State,Illinois,"Josh Ferguson run for 8 yds to the Illin 43 OHIO ST Penalty, Defensive Offside (Tommy Schutt) declined"
Ohio State,Illinois,"Wes Lunt pass incomplete ILLINOIS Penalty, Illegal Shift (Geronimo Allison) declined"
Ohio State,Illinois,"Cameron Tucker run for a loss of 3 yards to the OhSt 16 OHIO ST Penalty, Illegal Shift ( Yards) declined"
Ohio State,Illinois,"Wes Lunt sacked by Tommy Schutt for a loss of 9 yards to the OhSt 36 ILLINOIS Penalty, Offensive Holding (Chris O'Connor) declined"
Illinois,Minnesota,"Shannon Brooks run for 11 yds to the Illin 7 for a 1ST down ILLINOIS Penalty, Defensive offside ( Yards) declined for a 1ST down"
Murray State,Illinois,"Ke'Shawn Vaughn run for a loss of 3 yards to the Illin 32 ILLINOIS Penalty, Offensive holding ( Yards) declined"
Illinois,North Carolina,"Mitch Trubisky run for 1 yd for a TD ILLINOIS Penalty, offside defense ( Yards) declined, (Nick Weiler KICK)"
Illinois,North Carolina,"Mitch Trubisky pass complete to Jake Bargas for 23 yds to the Illin 7 for a 1ST down ILLINOIS Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
North Carolina,Illinois,"TEAM run for a loss of 4 yards to the NCaro 24 TEAM fumbled, recovered by Illin  ILLINOIS Penalty, illegal formation ( Yards) declined"
Purdue,Illinois,"Chayce Crouch pass incomplete to Malik Turner ILLINOIS Penalty, Offensive holding ( Yards) declined"
Rutgers,Illinois,"Ryan Frain punt for 46 yds , Jawuan Harris returns for 1 yd to the Rutgr 34 RUTGERS Penalty, Offensive holding (11 Yards) declined"
Iowa,Illinois,"Wes Lunt sacked by Jaleel Johnson for a loss of 6 yards to the Iowa 40 ILLINOIS Penalty, Offensive holding ( Yards) declined"
Illinois,Northwestern,"John Moten IV run for a loss of 1 yard to the Nwest 35 NORTHWESTERN Penalty, Offensive holding ( Yards) declined"
Illinois,Iowa,"Nathan Stanley run for 6 yds to the Illin 41 for a 1ST down ILLINOIS Penalty, offside defense ( Yards) declined for a 1ST down"
Illinois,Iowa,"Nathan Stanley pass incomplete IOWA Penalty, illegal formation ( Yards) declined"
Iowa,Illinois,"Jeff George Jr. pass incomplete to Louis Dorsey ILLINOIS Penalty, ineligible downfield on pass ( Yards) declined"
Iowa,Illinois,"Jeff George Jr. pass incomplete to Malik Turner ILLINOIS Penalty, Defensive holding ( Yards) declined"
Iowa,Illinois,"Jeff George Jr. pass intercepted Geno Stone return for 19 yds to the Illin 4 Geno Stone fumbled, forced by Mike Dudek, recovered by Iowa Garret Jansen  ILLINOIS Penalty, personal foul ( Yards) declined"
Rutgers,Illinois,"Jeff George Jr. pass incomplete to Malik Turner, broken up by Damon Hayes ILLINOIS Penalty, Offensive holding ( Yards) declined"
Illinois,Indiana,"Richard Lagow pass complete to Simmie Cobbs Jr. for 35 yds to the Illin 8 for a 1ST down ILLINOIS Penalty, Defensive offside ( Yards) declined for a 1ST down"
Illinois,Indiana,"Richard Lagow pass complete to Luke Timian for 13 yds to the Illin 31 for a 1ST down ILLINOIS Penalty, Defensive offside (15 Yards) declined for a 1ST down"
Indiana,Illinois,"Jeff George Jr. pass complete to Ricky Smalling for 25 yds to the ILLINOIS 49 for a 1ST down INDIANA Penalty, Defensive pass interference ( Yards) declined for a 1ST down"
Illinois,Indiana,"Richard Lagow pass complete to Simmie Cobbs Jr. for 5 yds for a TD, (Griffin Oakes KICK) ILLINOIS Penalty, Defensive offside ( Yards) declined"
Illinois,Indiana,"Richard Lagow pass complete to Whop Philyor for a loss of 3 yards to the Ind 44 INDIANA Penalty, Offensive holding ( Yards) declined"
Illinois,Ohio State,"Dwayne Haskins run for 6 yds to the OhSt 42 OHIO ST Penalty, Offensive Holding (Brady Taylor) declined"
Illinois,Western Illinois,"Sean McGuire pass complete to Tony Tate for 49 yds for a TD (Sam Crosa KICK) ILLINOIS Penalty, roughing the kicker ( Yards) declined"
Illinois,Penn State,"Trace McSorley pass complete to KJ Hamler for 20 yds to the ILLINOIS 43 for a 1ST down ILLINOIS Penalty, Defensive Offside ( Yards) declined for a 1ST down"
Penn State,Illinois,"M.J. Rivers II pass incomplete to Caleb Reams ILLINOIS Penalty, Ineligible Downfield on Pass ( Yards) declined"
Rutgers,Illinois,"AJ Bush Jr. pass incomplete to Reggie Corbin ILLINOIS Penalty, Offensive pass interference ( Yards) declined"
Illinois,Rutgers,"Jonathan Hilliman run for 13 yds to the Illin 14 for a 1ST down ILLINOIS Penalty,  ( Yards) declined for a 1ST down"
Illinois,Purdue,"D.J. Knox run for no gain to the Illin 35 PURDUE Penalty, illegal formation ( Yards) declined"
Purdue,Illinois,"AJ Bush Jr. pass incomplete to Carmoni Green, broken up by Kenneth Major ILLINOIS Penalty, ineligible downfield on pass ( Yards) declined"
Wisconsin,Illinois,"M.J. Rivers II run for 2 yds to the Illin 35 ILLINOIS Penalty, Offensive holding ( Yards) declined"
Maryland,Illinois,"M.J. Rivers II pass incomplete to Ricky Smalling ILLINOIS Penalty, ineligible downfield on pass ( Yards) declined"
Illinois,Nebraska,"Adrian Martinez run for 9 yds for a TD ILLINOIS Penalty, offside defense ( Yards) declined (Barret Pickering KICK)"
Iowa,Illinois,"Blake Hayes punt for 56 yds , Kyle Groeneweg returns for 11 yds to the Iowa 17 IOWA Penalty, roughing the kicker ( Yards) declined"
Rutgers,Illinois,"Brandon Peters pass incomplete ILLINOIS Penalty, Offensive pass interference ( Yards) declined"
Illinois,Michigan State,"Brian Lewerke pass complete to Matt Seybert for 8 yds to the MchSt 33 MICHIGAN ST Penalty, illegal formation ( Yards) declined"
Illinois,Michigan State,"Brian Lewerke pass intercepted, touchback. Stanley Green return for no gain MICHIGAN ST Penalty, Defensive pass interference ( Yards) declined"
Michigan State,Illinois,"Brandon Peters pass incomplete to Dre Brown ILLINOIS Penalty, Offensive holding ( Yards) declined"
Illinois,Iowa,"Tyler Goodson run for 2 yds for a TD ILLINOIS Penalty, offside defense ( Yards) declined (Keith Duncan KICK)"
Iowa,Illinois,"Brandon Peters pass incomplete to Donny Navarro ILLINOIS Penalty, ineligible downfield on pass ( Yards) declined"
Rutgers,Illinois,"Isaiah Williams pass complete to Casey Washington for 20 yds to the Rutgr 3 for a 1ST down RUTGERS Penalty, Defensive Offside (Michael Dwumfour) declined for a 1ST down"
Illinois,Nebraska,"Marvin Scott III run for 5 yds to the Illin 33 for a 1ST down ILLINOIS Penalty, offside defense ( Yards) declined for a 1ST down"
Illinois,Nebraska,"Luke McCaffrey pass complete to Wan'Dale Robinson for 5 yds to the NEBRASKA 45 for a 1ST down ILLINOIS Penalty, offside defense ( Yards) declined for a 1ST down"
Illinois,Nebraska,"Luke McCaffrey run for 1 yd for a TD (Connor Culp KICK) ILLINOIS Penalty, illegal formation ( Yards) declined"
Illinois,Nebraska,"Luke McCaffrey run for no gain to the Neb 23 NEBRASKA Penalty, Offensive holding ( Yards) declined"
Northwestern,Illinois,"Isaiah Williams run for no gain to the Illin 20 ILLINOIS Penalty, Offensive holding ( Yards) declined"
Nebraska,Illinois,"Mike Epstein run for a loss of 1 yard to the Illin 46 ILLINOIS Penalty, Illegal Formation ( Yards) declined"
Illinois,Virginia,"Brennan Armstrong pass complete to Keytaon Thompson for 21 yds to the VIRGINIA 44 for a 1ST down ILLINOIS Penalty, Defensive Holding (Prather Hudson) declined for a 1ST down"
Illinois,Virginia,"VIRGINIA Penalty, Offensive Holding ( Yards) declined"
Wisconsin,Illinois,"ILLINOIS Penalty, Offensive Holding ( Yards) declined"
Illinois,Penn State,"PENN ST Penalty, Ineligible Receiver Downfield on Pass on SCRUGGS, Juice ( Yards) declined"
Illinois,Penn State,"PENN ST Penalty, Offensive Holding (Mike Miranda) declined"
Penn State,Illinois,"SITKOWSKI, Artur pass to the left complete for 14 yards to BARKER, Daniel caught at the PSU12 and advanced to the PSU0, TOUCHDOWN ILL, score nullified by penalty (Play was confirmed after review). PENALTY ILL Ineligible Receiver Downfield on Pass on PIHLSTROM, Alex declined ILL Pass Interference on SANDY, Carlos enforced 15 yards to the PSU29. NO PLAY (replay the down)."
Minnesota,Illinois,"ILLINOIS Penalty, Delay of Game ( Yards) declined"
Illinois,Iowa,"IOWA Penalty, Offensive Holding (Nick DeJong) declined"
Indiana,Indiana State,"Mike Perish pass incomplete to N/A INDIANA ST Penalty, personal foul ( Yards) declined"
Iowa,Indiana,"Nate Sudfeld sacked by Carl Davis and Drew Ott for a loss of 6 yards to the IOWA 46 INDIANA Penalty, Illegal Formation ( Yards) declined"
Indiana,Michigan State,"Jeremy Langford run for 1 yd to the MchSt 32 MICHIGAN ST Penalty, Offensive Holding (Connor Kruse) declined"
Western Kentucky,Indiana,"Jordan Howard run for 2 yds to the Ind 33 INDIANA Penalty, Offensive holding ( Yards) declined"
Indiana,Wake Forest,"Kendall Hinton pass incomplete to Tabari Hines WAKE FOREST Penalty, Offensive holding ( Yards) declined"
Wake Forest,Indiana,"Nate Sudfeld pass incomplete to Ricky Jones INDIANA Penalty, illegal formation ( Yards) declined"
Indiana,Wake Forest,"Kendall Hinton pass complete to K.J. Brent for 14 yds to the WFrst 41 for a 1ST down INDIANA Penalty, Defensive offside ( Yards) declined for a 1ST down"
Ohio State,Indiana,"Nate Sudfeld pass incomplete INDIANA Penalty, Ineligible Downfield on Pass (Dimitric Camiel) declined"
Ohio State,Indiana,"Nate Sudfeld pass complete to Simmie Cobbs Jr. for 15 yds to the Ind 40 for a 1ST down OHIO ST Penalty, Defensive Holding (Marshon Lattimore) declined for a 1ST down"
Ohio State,Indiana,"Nate Sudfeld run for 4 yds to the Ind 16 INDIANA Penalty, Offensive Holding (Dan Feeney) declined"
Indiana,Ohio State,"Cardale Jones pass complete to Corey Smith for 22 yds to the Ind 25 for a 1ST down INDIANA Penalty, Defensive Holding (Tegray Scales) declined for a 1ST down"
Indiana,Ohio State,"Cardale Jones run for a loss of 4 yards to the Ind 26 Cardale Jones fumbled, recovered by OhSt Ezekiel Elliott  OHIO ST Penalty, Illegal Shift ( Yards) declined"
Rutgers,Indiana,"Nate Sudfeld pass complete to Ricky Jones for 38 yds for a TD RUTGERS Penalty, Defensive pass interference ( Yards) declined, (Griffin Oakes KICK)"
Rutgers,Indiana,"Nate Sudfeld run for 1 yd for a TD RUTGERS Penalty, Defensive offside ( Yards) declined, (Griffin Oakes KICK)"
Indiana,Rutgers,"Kyle Federico 26 yd FG GOOD INDIANA Penalty, personal foul ( Yards) declined"
Indiana,Iowa,"LeShun Daniels Jr. run for 3 yds to the Iowa 32 IOWA Penalty, Offensive Holding ( Yards) declined"
Indiana,Michigan,"Jake Rudock pass complete to Grant Perry for 6 yds to the Mich 24 MICHIGAN Penalty, Ineligible Downfield on Pass (Jake Butt) declined"
Purdue,Indiana,"Nate Sudfeld pass incomplete to Simmie Cobbs Jr. INDIANA Penalty, Offensive pass interference ( Yards) declined"
Northwestern,Indiana,"Richard Lagow pass incomplete INDIANA Penalty, ineligible downfield on pass ( Yards) declined"
Northwestern,Indiana,"Nick Westbrook run for 3 yds for a TD, (Two-Point Conversion failed ) INDIANA Penalty, ineligible downfield on pass ( Yards) declined"
Northwestern,Indiana,"Devonte Williams run for 24 yds to the NORTHWSTRN 28 for a 1ST down NORTHWESTERN Penalty,  ( Yards) declined for a 1ST down"
Indiana,Northwestern,"TEAM run for a loss of 4 yards for a SAFETY NORTHWESTERN Penalty, Offensive holding ( Yards) declined"
Rutgers,Indiana,"Richard Lagow sacked by Kemoko Turay for a loss of 9 yards to the Ind 27 INDIANA Penalty, illegal formation ( Yards) declined"
Rutgers,Indiana,"Richard Lagow pass incomplete to Ricky Jones, broken up by Blessuan Austin INDIANA Penalty, personal foul ( Yards) declined"
Indiana,Virginia,"Kurt Benkert pass complete to Evan Butts for 9 yds to the Ind 24 INDIANA Penalty, Defensive offside ( Yards) declined"
Virginia,Indiana,"Peyton Ramsey pass incomplete to Luke Timian INDIANA Penalty, Offensive holding ( Yards) declined"
Penn State,Indiana,"Peyton Ramsey run for no gain to the Ind 40 INDIANA Penalty, Offensive holding ( Yards) declined"
Maryland,Indiana,"Peyton Ramsey pass complete to Simmie Cobbs Jr. for 34 yds for a TD MARYLAND Penalty, Defensive offside ( Yards) declined, (Griffin Oakes KICK)"
Maryland,Indiana,"Peyton Ramsey run for 6 yds to the MARYLAND 46 for a 1ST down MARYLAND Penalty, substitution infraction ( Yards) declined for a 1ST down"
Indiana,Maryland,"Max Bortenschlager sacked by Jerome Johnson for 0 yards to the Mary 28 MARYLAND Penalty, Offensive holding ( Yards) declined"
Indiana,Michigan State,"Brian Lewerke sacked by Nile Sykes for a loss of 19 yards to the MchSt 22 MICHIGAN ST Penalty, Offensive holding ( Yards) declined"
Indiana,Rutgers,"Artur Sitkowski pass complete to Jonathan Hilliman for 5 yds to the 50 yard line RUTGERS Penalty, Offensive holding ( Yards) declined"
Rutgers,Indiana,"Peyton Ramsey pass complete to Peyton Hendershot for 25 yds to the RUTGERS 41 for a 1ST down RUTGERS Penalty, offside defense ( Yards) declined for a 1ST down"
Maryland,Indiana,"Peyton Ramsey pass complete to Luke Timian for 25 yds to the Ind 45 for a 1ST down MARYLAND Penalty, Defensive offside ( Yards) declined for a 1ST down"
Maryland,Indiana,"Peyton Ramsey pass complete to Nick Westbrook for 19 yds for a TD MARYLAND Penalty, Defensive pass interference ( Yards) declined (Logan Justus KICK)"
Michigan,Indiana,"Peyton Ramsey pass incomplete to Ronnie Walker Jr. INDIANA Penalty, Offensive Holding (Brandon Knight) declined"
Purdue,Indiana,"Peyton Ramsey pass complete to Nick Westbrook for 12 yds to the Ind 37 for a 1ST down PURDUE Penalty, Defensive holding ( Yards) declined for a 1ST down"
Purdue,Indiana,"Peyton Ramsey pass complete to Nick Westbrook for 40 yds for a TD (Logan Justus KICK) PURDUE Penalty, roughing the kicker ( Yards) declined"
Michigan State,Indiana,"Michael Penix Jr. pass complete to Ty Fryfogle for 16 yds to the MchSt 26 for a 1ST down MICHIGAN ST Penalty, offside defense ( Yards) declined for a 1ST down"
Indiana,Michigan State,"Brian Lewerke pass incomplete to Cody White MICHIGAN ST Penalty, illegal motion ( Yards) declined"
Indiana,Maryland,"Tyrrell Pigrome pass incomplete MARYLAND Penalty, Offensive holding ( Yards) declined"
Nebraska,Indiana,"Peyton Ramsey pass complete to Whop Philyor for 20 yds to the NEBRASKA 33 for a 1ST down NEBRASKA Penalty, Defensive holding ( Yards) declined for a 1ST down"
Indiana,Nebraska,"Noah Vedral pass incomplete to Jack Stoll, broken up by Tiawan Mullen NEBRASKA Penalty, Defensive holding ( Yards) declined"
Northwestern,Indiana,"Peyton Ramsey pass incomplete to Whop Philyor INDIANA Penalty, Offensive holding ( Yards) declined"
Indiana,Purdue,"Aidan O'Connell pass complete to David Bell for a loss of 2 yards to the 50 yard line PURDUE Penalty, illegal formation ( Yards) declined"
Indiana,Purdue,"Aidan O'Connell pass incomplete to Milton Wright, broken up by Raheem Layne PURDUE Penalty, ineligible downfield on pass ( Yards) declined"
Indiana,Purdue,"Aidan O'Connell pass complete to David Bell for 17 yds to the Ind 3 for a 1ST down INDIANA Penalty, Defensive holding ( Yards) declined for a 1ST down"
