UT San Antonio;#F15A22;#0C2340;(UT SAN ANTONIO|UTSA|TEXASSAN|UTS|TSA);UT SAN ANTONIO;UTSA;TEXASSAN;UTS;TSA;;;
Utah;#CC0000;#808080;(UTAH|Utah|UTA|UTE);UTAH;Utah;UTA;UTE;;;;
Utah State;#00263A;#8A8D8F;(UTAH ST|UTAHST|USU|US|UthSt);UTAH ST;UTAHST;USU;US;UthSt;;;
Utah Tech;#BA1C21;#003058;(UTU|UTAH TECH|Utah);UTU;UTAH TECH;Utah;;;;;
UTEP;#FF8200;#041E42;(UTEP|TEP|UTE);UTEP;TEP;UTE;;;;;
Valparaiso;#613318 ;#FFCC00 ;(VALPARAISO|Valpo|VAL);VALPARAISO;Valpo;VAL;;;;;
Vanderbilt;#000000;#866D4B;(VANDERBILT|VANDY|Vandy|VAN|VU);VANDERBILT;VANDY;Vandy;VAN;VU;;;
Villanova;#00205B;#8B634B;(VILLANOVA|VU);VILLANOVA;VU;;;;;;
Virginia;#232D4B;#F84C1E;(VIRGINIA|Virg|VA|UVA);VIRGINIA;Virg;VA;UVA;;;;
Virginia Tech;#630031;#CF4420;(VIRGINIA TECH|VATECH|VTech|VT|VaT|VAT);VIRGINIA TECH;VATECH;VTech;VT;VaT;VAT;;
VMI;#A71F23;#FFD520;(VMI);VMI;;;;;;;
Wagner;#00483A;#B9BBBD;(WAGNER|WAG);WAGNER;WAG;;;;;;
Wake Forest;#9E7E38;#000000;(WAKE FOREST|WAKEFOREST|WFU|WF);WAKE FOREST;WAKEFOREST;WFU;WF;;;;
Washington;#4B2E83;#B7A57A;(WASHINGTON|WASH|Wash|UW|WAS|U W);WASHINGTON;WASH;Wash;UW;WAS;U W;;
Washington State;#981E32;#5E6A71;(WASHINGTON ST|WSU|WASHST|COU|WshSt);WASHINGTON ST;WSU;WASHST;COU;WshSt;;;
Weber State;#4B2682;#A1A1A4;(WEBER ST|WEBERST|WEBER|WSU|WebSt);WEBER ST;WEBERST;WEBER;WSU;WebSt;;;
West Virginia;#002855;#EAAA00;(WEST VIRGINIA|WESTVIR|WVU|WVirg);WEST VIRGINIA;WESTVIR;WVU;WVirg;;;;
Western Carolina;#592C88;#C1A875;(WESTERN CAROLINA|WESTCARLNA|WESTRN CAROLINA|WCaro|WCU);WESTERN CAROLINA;WESTCARLNA;WESTRN CAROLINA;WCaro;WCU;;;
Western Illinois;#663399;#FFCC00;(WESTRN ILLINOIS|WIU);WESTRN ILLINOIS;WIU;;;;;;
Western Kentucky;#C60C30;#1E1E1E;(WESTRN KENTUCKY|WKU|WESTERNKY|WKent);WESTRN KENTUCKY;WKU;WESTERNKY;WKent;;;;
Western Michigan;#6C4023;#AAA8AA;(WESTMICH|WESTRN MICHIGAN|WMU|WMich|WMI);WESTMICH;WESTRN MICHIGAN;WMU;WMich;WMI;;;
William & Mary;#115740;#F0B323;(MARY|WILLMMARY|WM);MARY;WILLMMARY;WM;;;;;
Wisconsin;#C5050C;#FFFFFF;(WISCONSIN|Wisc|WIS);WISCONSIN;Wisc;WIS;;;;;
Wofford;#886E4C;#FFFFFF;(WOFFORD|WOF);WOFFORD;WOF;;;;;;
Wyoming;#FFC425;#492F24;(WYOMING|Wyom|WYO|WY);WYOMING;Wyom;WYO;WY;;;;
Yale;#00356B;#FFFFFF;(YALE|YAL);YALE;YAL;;;;;;
Youngstown State;#C8102E;#F3D54E;(YOUNGSTOWN ST|YSU|YngSt);YOUNGSTOWN ST;YSU;YngSt;;;;;
