Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Ole Miss,Alabama,1,0,1,1,Kickoff,65,0,20,65,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854401,SEC,0,3,"Will Reichard kickoff for 63 yds , Jaylon Robinson return for 20 yds to the Miss 22",2022-11-12T20:46:55.000Z,2022,11,regular,neither,0,Kickoff,true,false,,,,,,,,,,,,,,,,Will Reichard,returned,Jaylon Robinson,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,1,1,2,Pass Reception,22,10,20,78,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854403,SEC,0,3,Jaxson Dart pass complete to Jonathan Mingo for 20 yds to the Miss 42 for a 1ST down,2022-11-12T20:46:55.000Z,2022,11,regular,neither,5.0,Successful,true,false,,Jaxson Dart,Jonathan Mingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,1,1,3,Rush,42,10,16,58,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854404,SEC,0,3,Jaxson Dart run for 16 yds to the Alab 42 for a 1ST down,2022-11-12T20:46:55.000Z,2022,11,regular,neither,5.0,Successful,true,false,Jaxson Dart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,1,1,4,Pass Reception,58,10,5,42,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854405,SEC,0,3,Jaxson Dart pass complete to Jonathan Mingo for 5 yds to the Alab 37,2022-11-12T20:46:55.000Z,2022,11,regular,neither,5.0,Successful,false,false,,Jaxson Dart,Jonathan Mingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,2,1,5,Rush,63,5,7,37,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854406,SEC,0,3,Quinshon Judkins run for 7 yds to the Alab 30 for a 1ST down,2022-11-12T20:46:55.000Z,2022,11,regular,neither,3.5,Successful,true,false,Quinshon Judkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,1,1,6,Rush,70,10,8,30,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854407,SEC,0,3,Quinshon Judkins run for 8 yds to the Alab 22,2022-11-12T20:46:55.000Z,2022,11,regular,neither,5.0,Successful,false,false,Quinshon Judkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,2,1,7,Rush,78,2,2,22,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854408,SEC,0,3,Quinshon Judkins run for 2 yds to the Alab 20 for a 1ST down,2022-11-12T20:46:55.000Z,2022,11,regular,neither,1.4,Successful,true,false,Quinshon Judkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,1,1,8,Rush,80,10,6,20,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854409,SEC,0,3,Quinshon Judkins run for 6 yds to the Alab 14,2022-11-12T20:46:55.000Z,2022,11,regular,neither,5.0,Successful,false,false,Quinshon Judkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,2,1,9,Rush,86,4,1,14,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854410,SEC,0,3,Jaxson Dart run for 1 yd to the Alab 13,2022-11-12T20:46:55.000Z,2022,11,regular,neither,2.8,Unsuccessful,false,false,Jaxson Dart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Ole Miss,1,3,1,10,Penalty,87,3,-5,13,false,Alabama,14:55,SEC,0,3,4014039431,401403943,Ole Miss,401403943101854411,SEC,0,3,"OLE MISS Penalty, False Start (-5 Yards) to the Alab 18",2022-11-12T20:46:55.000Z,2022,11,regular,neither,3,Penalty,false,false,,,,,,,,,,,,,,,,,,,,,,,,,False Start,enforced,Ole Miss,No data,,,,,,,,
