Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Alabama,Tennessee,1,1,1,1,Kickoff Return (Offense),35,10,4,65,false,Alabama,15:00,SEC,0,3,4014039211,401403921,Tennessee,401403921101849902,SEC,0,3,"Paxton Brooks kickoff for 54 yds , Ja'Corey Brooks return for 4 yds to the Alab 39 ALABAMA Penalty, Illegal Block (7 Yards) to the Alab 8",2022-10-15T19:40:11.000Z,2022,7,regular,neither,5.0,Kickoff,false,false,,,,,,,,,,,,,,,,Paxton Brooks,returned,Ja'Corey Brooks,,,,,,,Illegal Block,enforced,Alabama,No data,,,,,,,,
Tennessee,Alabama,1,1,1,2,Pass Reception,92,10,2,92,false,Alabama,14:56,SEC,0,3,4014039211,401403921,Tennessee,401403921101854301,SEC,0,3,Bryce Young pass complete to Ja'Corey Brooks for 2 yds to the Alab 10,2022-10-15T19:42:23.000Z,2022,7,regular,neither,5.0,Unsuccessful,false,false,,Bryce Young,Ja'Corey Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,2,1,3,Pass Reception,90,8,10,90,false,Alabama,14:19,SEC,0,3,4014039211,401403921,Tennessee,401403921101858001,SEC,0,3,Bryce Young pass complete to Cameron Latu for 10 yds to the Alab 20 for a 1ST down,2022-10-15T19:42:40.000Z,2022,7,regular,neither,5.6,Successful,true,false,,Bryce Young,Cameron Latu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,1,1,4,Rush,80,10,0,80,false,Alabama,13:51,SEC,0,3,4014039211,401403921,Tennessee,401403921101864801,SEC,0,3,Jahmyr Gibbs run for no gain to the Alab 20,2022-10-15T19:43:05.000Z,2022,7,regular,neither,5.0,Unsuccessful,false,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,2,1,5,Rush,80,10,0,80,false,Alabama,13:20,SEC,0,3,4014039211,401403921,Tennessee,401403921101867901,SEC,0,3,Jahmyr Gibbs run for no gain to the Alab 20,2022-10-15T19:43:21.000Z,2022,7,regular,neither,7.0,Unsuccessful,false,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,3,1,6,Pass Incompletion,80,10,0,80,false,Alabama,12:35,SEC,0,3,4014039211,401403921,Tennessee,401403921101876401,SEC,0,3,Bryce Young pass incomplete to Cameron Latu,2022-10-15T19:43:48.000Z,2022,7,regular,neither,10,Unsuccessful,false,false,,Bryce Young,Cameron Latu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,4,1,7,Punt,80,10,12,80,false,Alabama,12:16,SEC,0,3,4014039211,401403921,Tennessee,401403921101878301,SEC,0,3,"James Burnip punt for 48 yds , Dee Williams returns for 12 yds to the Tenn 44",2022-10-15T19:44:45.000Z,2022,7,regular,neither,10,Punt,true,false,,,,,,,,,,,,,,,,,,Dee Williams,,,James Burnip,returned,,,,,,,,,,,,,,
Alabama,Tennessee,1,1,2,1,Pass Reception,44,10,11,56,false,Alabama,12:16,SEC,0,3,4014039212,401403921,Tennessee,401403921101878302,SEC,0,3,Hendon Hooker pass complete to Bru McCoy for 11 yds to the Alab 45 for a 1ST down,2022-10-15T19:44:45.000Z,2022,7,regular,neither,5.0,Successful,true,true,,Hendon Hooker,Bru McCoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,1,2,2,Rush,55,10,20,45,false,Alabama,11:55,SEC,0,3,4014039212,401403921,Tennessee,401403921101884401,SEC,0,3,Hendon Hooker run for 20 yds to the Alab 25 for a 1ST down,2022-10-15T19:45:55.000Z,2022,7,regular,neither,5.0,Successful,true,true,Hendon Hooker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,1,2,3,Rush,75,10,5,25,false,Alabama,11:36,SEC,0,3,4014039212,401403921,Tennessee,401403921101886301,SEC,0,3,Jabari Small run for 5 yds to the Alab 20,2022-10-15T19:46:48.000Z,2022,7,regular,neither,5.0,Successful,false,true,Jabari Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,2,2,4,Rush,80,5,0,20,false,Alabama,11:14,SEC,0,3,4014039212,401403921,Tennessee,401403921101888501,SEC,0,3,Jabari Small run for no gain to the Alab 20,2022-10-15T19:47:08.000Z,2022,7,regular,neither,3.5,Unsuccessful,false,true,Jabari Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,3,2,5,Pass Reception,80,5,12,20,false,Alabama,10:53,SEC,0,3,4014039212,401403921,Tennessee,401403921101894601,SEC,0,3,Hendon Hooker pass complete to Jacob Warren for 12 yds to the Alab 8 for a 1ST down,2022-10-15T19:47:39.000Z,2022,7,regular,neither,5,Successful,true,true,,Hendon Hooker,Jacob Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,1,2,6,Rush,92,8,7,8,false,Alabama,10:37,SEC,0,3,4014039212,401403921,Tennessee,401403921101896201,SEC,0,3,Jabari Small run for 7 yds to the Alab 1,2022-10-15T19:47:52.000Z,2022,7,regular,neither,4.0,Successful,false,true,Jabari Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,2,2,7,Rushing Touchdown,99,1,1,1,true,Alabama,10:18,SEC,0,3,4014039212,401403921,Tennessee,401403921101898101,SEC,7,3,Jabari Small 1 Yd Run (Chase McGrath Kick),2022-10-15T19:50:17.000Z,2022,7,regular,offense,0.7,Successful,true,true,Jabari Small,,,,,,,,Chase McGrath,made,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Tennessee,1,2,3,1,Kickoff Return (Offense),35,3,28,65,false,Alabama,10:18,SEC,0,3,4014039213,401403921,Tennessee,401403921101898103,SEC,7,3,"Paxton Brooks kickoff for 64 yds , Jahmyr Gibbs return for 28 yds to the Alab 29",2022-10-15T19:50:17.000Z,2022,7,regular,neither,2.0999999999999996,Kickoff,true,true,,,,,,,,,,,,,,,,Paxton Brooks,returned,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,1,3,2,Rush,71,10,4,71,false,Alabama,10:11,SEC,7,3,4014039213,401403921,Tennessee,401403921101898801,SEC,0,3,Jahmyr Gibbs run for 4 yds to the Alab 33,2022-10-15T19:54:38.000Z,2022,7,regular,neither,5.0,Unsuccessful,false,true,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Alabama,1,2,3,3,Pass Incompletion,67,6,0,67,false,Alabama,10:06,SEC,7,3,4014039213,401403921,Tennessee,401403921101899301,SEC,0,3,Bryce Young pass incomplete to Ja'Corey Brooks,2022-10-15T19:55:17.000Z,2022,7,regular,neither,4.199999999999999,Unsuccessful,false,true,,Bryce Young,Ja'Corey Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
