Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Mississippi State,Alabama,1,1,1,1,Kickoff,35,10,0,65,false,Mississippi State,15:00,SEC,0,3,4014039221,401403922,Alabama,401403922101849902,SEC,0,3,Will Reichard kickoff for 65 yds for a touchback,2022-10-22T23:05:53.000Z,2022,8,regular,neither,5.0,Kickoff,false,false,,,,,,,,,,,,,,,,Will Reichard,touchback,No data,,,,,,,,,,,,,,,,,,
Alabama,Mississippi State,1,1,1,2,Pass Incompletion,75,10,0,75,false,Mississippi State,14:55,SEC,0,3,4014039221,401403922,Alabama,401403922101854401,SEC,0,3,Will Rogers pass incomplete,2022-10-22T23:07:16.000Z,2022,8,regular,neither,5.0,Unsuccessful,false,false,,Will Rogers,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Mississippi State,1,2,1,3,Rush,75,10,6,75,false,Mississippi State,14:21,SEC,0,3,4014039221,401403922,Alabama,401403922101857801,SEC,0,3,Jo'quavious Marks run for 6 yds to the MisSt 31,2022-10-22T23:07:32.000Z,2022,8,regular,neither,7.0,Unsuccessful,false,false,Jo'quavious Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Mississippi State,1,3,1,4,Rush,69,4,3,69,false,Mississippi State,13:52,SEC,0,3,4014039221,401403922,Alabama,401403922101864701,SEC,0,3,Jo'quavious Marks run for 3 yds to the MisSt 34,2022-10-22T23:08:00.000Z,2022,8,regular,neither,4,Unsuccessful,false,false,Jo'quavious Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Mississippi State,1,4,1,5,Timeout,66,1,0,66,false,Mississippi State,13:51,SEC,0,3,4014039221,401403922,Alabama,401403922101864801,SEC,0,2,"Timeout MISSISSIPPI ST, clock 13:51",2022-10-22T23:12:03.000Z,2022,8,regular,neither,1,Timeout,false,false,,,,,,,,,,,,,,,,,,,,,,,Mississippi St,13:51,,,,,,,,,,,,
Alabama,Mississippi State,1,4,1,6,Punt,66,1,0,66,false,Mississippi State,13:14,SEC,0,3,4014039221,401403922,Alabama,401403922101868501,SEC,0,2,"George Georgopoulos punt for 44 yds, fair catch by Kool-Aid McKinstry at the Alab 22",2022-10-22T23:14:19.000Z,2022,8,regular,neither,1,Punt,false,false,,,,,,,,,,,,,,,,,,Kool-Aid McKinstry,,,George Georgopoulos,fair catch,,,,,,,,,,,,,,
Mississippi State,Alabama,1,1,2,1,Rush,22,10,-2,78,false,Mississippi State,13:00,SEC,0,2,4014039222,401403922,Alabama,401403922101869901,SEC,0,3,Jahmyr Gibbs run for a loss of 2 yards to the Alab 20,2022-10-22T23:14:33.000Z,2022,8,regular,neither,5.0,Unsuccessful,false,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi State,Alabama,1,2,2,2,Pass Reception,20,12,7,80,false,Mississippi State,12:45,SEC,0,2,4014039222,401403922,Alabama,401403922101875401,SEC,0,3,Bryce Young pass complete to Jahmyr Gibbs for 7 yds to the Alab 27,2022-10-22T23:14:44.000Z,2022,8,regular,neither,8.399999999999999,Unsuccessful,false,false,,Bryce Young,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi State,Alabama,1,3,2,3,Pass Incompletion,27,5,0,73,false,Mississippi State,12:00,SEC,0,2,4014039222,401403922,Alabama,401403922101879901,SEC,0,3,Bryce Young pass incomplete,2022-10-22T23:15:39.000Z,2022,8,regular,neither,5,Unsuccessful,false,false,,Bryce Young,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi State,Alabama,1,4,2,4,Penalty,27,5,-5,73,false,Mississippi State,11:55,SEC,0,2,4014039222,401403922,Alabama,401403922101884401,SEC,0,3,"ALABAMA Penalty, Illegal Formation (-5 Yards) to the Alab 22",2022-10-22T23:16:58.000Z,2022,8,regular,neither,5,Penalty,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Illegal Formation,enforced,Alabama,No data,,,,,,,,
