Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Alabama,Austin Peay,1,1,1,1,Kickoff Return (Offense),65,10,8,65,false,Austin Peay,15:00,SEC,0,3,4014039461,401403946,Alabama,401403946101849902,Atlantic Sun,0,3,"Riley Stephens kickoff for 65 yds , Emmanuel Henderson Jr. return for 8 yds to the Alab 8",2022-11-19T17:02:30.000Z,2022,12,regular,neither,5.0,Kickoff,false,true,,,,,,,,,,,,,,,,Riley Stephens,returned,Emmanuel Henderson Jr.,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,2,Rush,8,10,5,92,false,Austin Peay,14:30,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101856901,SEC,0,3,Jase McClellan run for 5 yds to the Alab 13,2022-11-19T17:04:30.000Z,2022,12,regular,neither,5.0,Successful,false,true,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,2,1,3,Pass Incompletion,13,5,0,87,false,Austin Peay,14:03,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101859601,SEC,0,3,Bryce Young pass incomplete to Ja'Corey Brooks,2022-11-19T17:05:15.000Z,2022,12,regular,neither,3.5,Unsuccessful,false,true,,Bryce Young,Ja'Corey Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,3,1,4,Pass Reception,13,5,14,87,false,Austin Peay,13:40,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101865901,SEC,0,3,Bryce Young pass complete to Jermaine Burton for 14 yds to the Alab 27 for a 1ST down,2022-11-19T17:05:58.000Z,2022,12,regular,neither,5,Successful,true,true,,Bryce Young,Jermaine Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,5,Penalty,27,10,-5,73,false,Austin Peay,13:27,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101867201,SEC,0,3,"ALABAMA Penalty, Illegal Formation (-5 Yards) to the Alab 22",2022-11-19T17:06:28.000Z,2022,12,regular,neither,5.0,Penalty,false,true,,,,,,,,,,,,,,,,,,,,,,,,,Illegal Formation,enforced,Alabama,No data,,,,,,,,
Austin Peay,Alabama,1,1,1,6,Rush,22,15,5,78,false,Austin Peay,12:50,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101874901,SEC,0,3,Jase McClellan run for 5 yds to the Alab 27,2022-11-19T17:07:09.000Z,2022,12,regular,neither,7.5,Unsuccessful,false,true,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,2,1,7,Rush,27,10,13,73,false,Austin Peay,12:15,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101878401,SEC,0,3,Roydell Williams run for 13 yds to the Alab 40 for a 1ST down,2022-11-19T17:07:50.000Z,2022,12,regular,neither,7.0,Successful,true,true,Roydell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,8,Rush,40,10,28,60,false,Austin Peay,12:00,Atlantic Sun,0,3,4014039461,401403946,Alabama,401403946101879901,SEC,0,3,Jase McClellan run for 28 yds to the APeay 32 for a 1ST down,2022-11-19T17:08:13.000Z,2022,12,regular,neither,5.0,Successful,true,true,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,9,Timeout,68,10,0,32,false,Austin Peay,11:49,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101885001,SEC,0,3,"Timeout AUSTINPEAY, clock 11:49",2022-11-19T17:08:30.000Z,2022,12,regular,neither,5.0,Timeout,false,true,,,,,,,,,,,,,,,,,,,,,,,Austinpeay,11:49,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,10,Pass Reception,68,10,13,32,false,Austin Peay,11:40,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101885901,SEC,0,3,Bryce Young pass complete to Ja'Corey Brooks for 13 yds to the APeay 19 for a 1ST down,2022-11-19T17:11:50.000Z,2022,12,regular,neither,5.0,Successful,true,true,,Bryce Young,Ja'Corey Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,11,Rush,81,10,3,19,false,Austin Peay,11:15,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101888401,SEC,0,3,Jase McClellan run for 3 yds to the APeay 16,2022-11-19T17:12:00.000Z,2022,12,regular,neither,5.0,Unsuccessful,false,true,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,2,1,12,Pass Reception,84,7,8,16,false,Austin Peay,10:35,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101896401,SEC,0,3,Bryce Young pass complete to JoJo Earle for 8 yds to the APeay 8 for a 1ST down,2022-11-19T17:12:53.000Z,2022,12,regular,neither,4.8999999999999995,Successful,true,true,,Bryce Young,JoJo Earle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,1,1,13,Rush,92,8,0,8,false,Austin Peay,10:00,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101899901,SEC,0,3,Jase McClellan run for no gain to the APeay 8,2022-11-19T17:13:16.000Z,2022,12,regular,neither,4.0,Unsuccessful,false,true,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,2,1,14,Pass Incompletion,92,8,0,8,false,Austin Peay,9:20,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101907901,SEC,0,3,Bryce Young pass incomplete to Kendrick Law,2022-11-19T17:14:10.000Z,2022,12,regular,neither,5.6,Unsuccessful,false,true,,Bryce Young,Kendrick Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,3,1,15,Rush,92,8,7,8,false,Austin Peay,9:05,Atlantic Sun,0,2,4014039461,401403946,Alabama,401403946101909401,SEC,0,3,Bryce Young run for 7 yds to the APeay 1,2022-11-19T17:14:58.000Z,2022,12,regular,neither,8,Unsuccessful,false,true,Bryce Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,4,1,16,Timeout,99,0,0,1,false,Austin Peay,8:34,Atlantic Sun,0,1,4014039461,401403946,Alabama,401403946101916501,SEC,0,3,"Timeout AUSTINPEAY, clock 08:34",2022-11-19T17:15:28.000Z,2022,12,regular,neither,0,Timeout,true,true,,,,,,,,,,,,,,,,,,,,,,,Austinpeay,08:34,,,,,,,,,,,,
Austin Peay,Alabama,1,4,1,17,Rushing Touchdown,99,1,1,1,true,Austin Peay,8:28,Atlantic Sun,0,1,4014039461,401403946,Alabama,401403946101917101,SEC,7,3,"Jase McClellan run for 1 yd for a TD, (Will Reichard KICK)",2022-11-19T17:19:18.000Z,2022,12,regular,offense,1,Successful,true,true,Jase McClellan,,,,,,,,Will Reichard,made,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Peay,Alabama,1,4,2,1,Kickoff Return (Offense),35,3,23,65,false,Austin Peay,8:28,Atlantic Sun,0,1,4014039462,401403946,Alabama,401403946101917103,SEC,7,3,"Will Reichard kickoff for 60 yds , Kam Thomas return for 23 yds to the APeay 28",2022-11-19T17:23:39.000Z,2022,12,regular,neither,3,Kickoff,true,false,,,,,,,,,,,,,,,,Will Reichard,returned,Kam Thomas,,,,,,,,,,,,,,,,,,
Alabama,Austin Peay,1,1,2,2,Pass Reception,72,10,0,72,false,Austin Peay,8:05,SEC,7,3,4014039462,401403946,Alabama,401403946101919401,Atlantic Sun,0,1,Mike DiLiello pass complete to Drae McCray for no gain to the APeay 28,2022-11-19T17:24:11.000Z,2022,12,regular,neither,5.0,Unsuccessful,false,false,,Mike DiLiello,Drae McCray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
