Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Alabama,Vanderbilt,1,1,1,1,Kickoff,65,10,0,65,false,Vanderbilt,15:00,SEC,0,3,4014038921,401403892,Alabama,4.0140389210185e17,SEC,0,3,Joseph Bulovas kickoff for 65 yds for a touchback,2022-09-24T23:39:26.000Z,2022,4,regular,neither,5.0,Kickoff,false,false,,,,,,,,,,,,,,,,Joseph Bulovas,touchback,No data,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,1,1,2,Pass Reception,25,10,8,75,false,Vanderbilt,14:50,SEC,0,3,4014038921,401403892,Alabama,4.01403892101855e17,SEC,0,3,Bryce Young pass complete to Jermaine Burton for 8 yds to the Alab 33,2022-09-24T23:40:49.000Z,2022,4,regular,neither,5.0,Successful,false,false,,Bryce Young,Jermaine Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,2,1,3,Rush,33,2,2,67,false,Vanderbilt,14:27,SEC,0,3,4014038921,401403892,Alabama,4.01403892101857e17,SEC,0,3,Jase McClellan run for 2 yds to the Alab 35 for a 1ST down,2022-09-24T23:41:08.000Z,2022,4,regular,neither,1.4,Successful,true,false,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,1,1,4,Penalty,35,10,-10,65,false,Vanderbilt,13:59,SEC,0,3,4014038921,401403892,Alabama,4.01403892101864e17,SEC,0,3,"Young, Bryce pass incomplete, PENALTY ALABAMA holding (Dalcourt, Darrian) 10 yards to the ALABAMA25, NO PLAY.",2022-09-24T23:41:55.000Z,2022,4,regular,neither,5.0,Penalty,false,false,,,,,,,,,,,,,,,,,,,,,,,,,Holding,enforced,Alabama,Darrian Dalcourt,,,,,,,,
Vanderbilt,Alabama,1,1,1,5,Rush,25,20,8,75,false,Vanderbilt,13:50,SEC,0,3,4014038921,401403892,Alabama,4.01403892101865e17,SEC,0,3,Jase McClellan run for 8 yds to the Alab 33,2022-09-24T23:42:44.000Z,2022,4,regular,neither,10.0,Unsuccessful,false,false,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,2,1,6,Pass Reception,33,12,4,67,false,Vanderbilt,13:16,SEC,0,3,4014038921,401403892,Alabama,4.01403892101868e17,SEC,0,3,Bryce Young pass complete to Jase McClellan for 4 yds to the Alab 37,2022-09-24T23:42:56.000Z,2022,4,regular,neither,8.399999999999999,Unsuccessful,false,false,,Bryce Young,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,3,1,7,Pass Reception,37,8,5,63,false,Vanderbilt,12:36,SEC,0,3,4014038921,401403892,Alabama,4.01403892101876e17,SEC,0,3,Bryce Young pass complete to Cameron Latu for 5 yds to the Alab 42,2022-09-24T23:43:36.000Z,2022,4,regular,neither,8,Unsuccessful,false,false,,Bryce Young,Cameron Latu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Alabama,1,4,1,8,Punt,42,3,0,58,false,Vanderbilt,12:03,SEC,0,3,4014038921,401403892,Alabama,4.0140389210188e17,SEC,0,3,"James Burnip punt for 40 yds, punt out-of-bounds at the Vandy 18",2022-09-24T23:44:14.000Z,2022,4,regular,neither,3,Punt,false,false,,,,,,,,,,,,,,,,,,,,,James Burnip,out-of-bounds,,,,,,,,,,,,,,
Alabama,Vanderbilt,1,1,2,1,Pass Reception,82,10,4,82,false,Vanderbilt,11:30,SEC,0,3,4014038922,401403892,Alabama,4.01403892101887e17,SEC,0,3,AJ Swann pass complete to Ray Davis for 4 yds to the Vandy 22,2022-09-24T23:45:19.000Z,2022,4,regular,neither,5.0,Unsuccessful,false,false,,AJ Swann,Ray Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Vanderbilt,1,2,2,2,Pass Reception,78,6,5,78,false,Vanderbilt,11:15,SEC,0,3,4014038922,401403892,Alabama,4.01403892101888e17,SEC,0,3,AJ Swann pass complete to Jayden McGowan for 5 yds to the Vandy 27,2022-09-24T23:46:41.000Z,2022,4,regular,neither,4.199999999999999,Successful,false,false,,AJ Swann,Jayden McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
