Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Texas A&M,Alabama,1,1,1,1,Kickoff,35,10,13,65,false,Texas A&M,15:00,SEC,0,3,4014039091,401403909,Alabama,401403909101849902,SEC,0,3,"Will Reichard kickoff for 61 yds , Devon Achane return for 13 yds to the TexAM 17",2022-10-09T00:10:42.000Z,2022,6,regular,neither,5.0,Kickoff,true,false,,,,,,,,,,,,,,,,Will Reichard,returned,Devon Achane,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,1,1,2,Rush,83,10,15,83,false,Texas A&M,14:32,SEC,0,3,4014039091,401403909,Alabama,401403909101856701,SEC,0,3,Haynes King run for 15 yds to the TexAM 32 for a 1ST down,2022-10-09T00:11:56.000Z,2022,6,regular,neither,5.0,Successful,true,false,Haynes King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,1,1,3,Pass Incompletion,68,10,0,68,false,Texas A&M,14:18,SEC,0,3,4014039091,401403909,Alabama,401403909101858101,SEC,0,3,Haynes King pass incomplete,2022-10-09T00:12:13.000Z,2022,6,regular,neither,5.0,Unsuccessful,false,false,,Haynes King,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,2,1,4,Pass Incompletion,68,10,0,68,false,Texas A&M,14:14,SEC,0,3,4014039091,401403909,Alabama,401403909101858501,SEC,0,3,Haynes King pass incomplete,2022-10-09T00:12:46.000Z,2022,6,regular,neither,7.0,Unsuccessful,false,false,,Haynes King,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,3,1,5,Pass Reception,68,10,4,68,false,Texas A&M,14:00,SEC,0,3,4014039091,401403909,Alabama,401403909101859901,SEC,0,3,Haynes King pass complete to Devon Achane for 4 yds to the TexAM 36,2022-10-09T00:13:46.000Z,2022,6,regular,neither,10,Unsuccessful,false,false,,Haynes King,Devon Achane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,4,1,6,Punt,64,6,0,64,false,Texas A&M,13:36,SEC,0,3,4014039091,401403909,Alabama,401403909101866301,SEC,0,3,"Nik Constantinou punt for 44 yds, fair catch by Kool-Aid McKinstry at the Alab 20",2022-10-09T00:14:21.000Z,2022,6,regular,neither,6,Punt,false,false,,,,,,,,,,,,,,,,,,Kool-Aid McKinstry,,,Nik Constantinou,fair catch,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,2,1,Rush,20,10,9,80,false,Texas A&M,13:24,SEC,0,3,4014039092,401403909,Alabama,401403909101867501,SEC,0,3,Jahmyr Gibbs run for 9 yds to the Alab 29,2022-10-09T00:14:46.000Z,2022,6,regular,neither,5.0,Successful,false,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,2,2,2,Pass Reception,29,1,3,71,false,Texas A&M,13:11,SEC,0,3,4014039092,401403909,Alabama,401403909101868801,SEC,0,3,Jalen Milroe pass complete to Jahmyr Gibbs for 3 yds to the Alab 32 for a 1ST down,2022-10-09T00:15:31.000Z,2022,6,regular,neither,0.7,Successful,true,false,,Jalen Milroe,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,2,3,Rush,32,10,25,68,false,Texas A&M,12:28,SEC,0,3,4014039092,401403909,Alabama,401403909101877101,SEC,0,3,Jahmyr Gibbs run for 25 yds to the TexAM 43 for a 1ST down,2022-10-09T00:15:47.000Z,2022,6,regular,neither,5.0,Successful,true,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,2,4,Rush,57,10,2,43,false,Texas A&M,12:02,SEC,0,3,4014039092,401403909,Alabama,401403909101879701,SEC,0,3,Jalen Milroe run for 2 yds to the TexAM 41,2022-10-09T00:17:03.000Z,2022,6,regular,neither,5.0,Unsuccessful,false,false,Jalen Milroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,2,2,5,Sack,59,8,-8,41,false,Texas A&M,11:41,SEC,0,3,4014039092,401403909,Alabama,401403909101885801,SEC,0,3,Jalen Milroe sacked by Chris Russell Jr. for a loss of 8 yards to the TexAM 49,2022-10-09T00:17:41.000Z,2022,6,regular,neither,5.6,Unsuccessful,false,false,,Jalen Milroe,,,Chris Russell Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,3,2,6,Pass Incompletion,51,16,0,49,false,Texas A&M,11:13,SEC,0,3,4014039092,401403909,Alabama,401403909101888601,SEC,0,3,Jalen Milroe pass incomplete,2022-10-09T00:18:09.000Z,2022,6,regular,neither,16,Unsuccessful,false,false,,Jalen Milroe,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,4,2,7,Punt,51,16,0,49,false,Texas A&M,11:06,SEC,0,3,4014039092,401403909,Alabama,401403909101889301,SEC,0,3,"James Burnip punt for 35 yds, punt out-of-bounds at the TexAM 14",2022-10-09T00:19:19.000Z,2022,6,regular,neither,16,Punt,false,false,,,,,,,,,,,,,,,,,,,,,James Burnip,out-of-bounds,,,,,,,,,,,,,,
Alabama,Texas A&M,1,1,3,1,Rush,86,10,9,86,false,Texas A&M,10:55,SEC,0,3,4014039093,401403909,Alabama,401403909101894401,SEC,0,3,Devon Achane run for 9 yds to the TexAM 23,2022-10-09T00:21:47.000Z,2022,6,regular,neither,5.0,Successful,false,false,Devon Achane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,2,3,2,Rush,77,1,0,77,false,Texas A&M,10:23,SEC,0,3,4014039093,401403909,Alabama,401403909101897601,SEC,0,3,Devon Achane run for no gain to the TexAM 23,2022-10-09T00:22:21.000Z,2022,6,regular,neither,0.7,Unsuccessful,false,false,Devon Achane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,3,3,3,Rush,77,1,3,77,false,Texas A&M,9:46,SEC,0,3,4014039093,401403909,Alabama,401403909101905301,SEC,0,3,Devon Achane run for 3 yds to the TexAM 26 for a 1ST down,2022-10-09T00:22:59.000Z,2022,6,regular,neither,1,Successful,true,false,Devon Achane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,1,3,4,Pass Incompletion,74,10,0,74,false,Texas A&M,9:12,SEC,0,3,4014039093,401403909,Alabama,401403909101908701,SEC,0,3,Haynes King pass incomplete,2022-10-09T00:23:37.000Z,2022,6,regular,neither,5.0,Unsuccessful,false,false,,Haynes King,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,2,3,5,Pass Incompletion,74,10,0,74,false,Texas A&M,9:05,SEC,0,3,4014039093,401403909,Alabama,401403909101909401,SEC,0,3,Haynes King pass incomplete,2022-10-09T00:24:13.000Z,2022,6,regular,neither,7.0,Unsuccessful,false,false,,Haynes King,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,3,3,6,Rush,74,10,6,74,false,Texas A&M,9:01,SEC,0,3,4014039093,401403909,Alabama,401403909101909801,SEC,0,3,Devon Achane run for 6 yds to the TexAM 32,2022-10-09T00:25:11.000Z,2022,6,regular,neither,10,Unsuccessful,false,false,Devon Achane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Texas A&M,1,4,3,7,Punt,68,4,-2,68,false,Texas A&M,8:50,SEC,0,3,4014039093,401403909,Alabama,401403909101914901,SEC,0,3,"Nik Constantinou punt for 42 yds , Kool-Aid McKinstry returns for a loss of 2 yards to the Alab 24",2022-10-09T00:25:47.000Z,2022,6,regular,neither,4,Punt,false,false,,,,,,,,,,,,,,,,,,Kool-Aid McKinstry,,,Nik Constantinou,returned,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,4,1,Rush,24,10,14,76,false,Texas A&M,8:43,SEC,0,3,4014039094,401403909,Alabama,401403909101915601,SEC,0,3,Jalen Milroe run for 14 yds to the Alab 38 for a 1ST down,2022-10-09T00:28:12.000Z,2022,6,regular,neither,5.0,Successful,true,false,Jalen Milroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,4,2,Rush,38,10,14,62,false,Texas A&M,8:21,SEC,0,3,4014039094,401403909,Alabama,401403909101917802,SEC,0,3,Jalen Milroe run for 14 yds to the TexAM 48 for a 1ST down,2022-10-09T00:28:53.000Z,2022,6,regular,neither,5.0,Successful,true,false,Jalen Milroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,Alabama,1,1,4,3,Rush,52,10,-2,48,false,Texas A&M,7:49,SEC,0,3,4014039094,401403909,Alabama,401403909101925001,SEC,0,3,Jase McClellan run for a loss of 2 yards to the 50 yard line,2022-10-09T00:29:15.000Z,2022,6,regular,neither,5.0,Unsuccessful,false,false,Jase McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
