Defense,Offense,Quarter,Down,Drive_number,Play_number,Play_type,Yard_line,Distance,Yards_gained,Yards_to_goal,Scoring,Away,Clock,Defense_conference,Defense_score,Defense_timeouts,Drive_id,Game_id,Home,ID,Offense_conference,Offense_score,Offense_timeouts,Play_text,Wall_clock,Year,Week,Season,Who_scored,Yards_to_success,Success,TD_first,Score_drive,Runner,Passer,Receiver,Interceptor,Tackler,Forcer,Fumbler,Recoverer,PAT_kicker,PAT_type,Two_point,Two_point_type,Two_point_runner,Two_point_passer,Two_point_receiver,Kicker,Kick_type,Returner,Blocker,FG_type,Punter,Punt_type,Timeout_team,Timeout_time,Penalty1_type,Penalty1_status,Penalty1_team,Penalty1_transgressor,Penalty2_type,Penalty2_status,Penalty2_team,Penalty2_transgressor,Penalty3_type,Penalty3_status,Penalty3_team,Penalty3_transgressor
Auburn,Alabama,1,1,1,1,Kickoff,35,10,14,65,false,Auburn,15:00,SEC,0,3,4014039571,401403957,Alabama,401403957101849902,SEC,0,3,"Will Reichard kickoff for 58 yds , Jarquez Hunter return for 14 yds to the Aub 21",2022-11-26T20:39:24.000Z,2022,13,regular,neither,5.0,Kickoff,true,false,,,,,,,,,,,,,,,,Will Reichard,returned,Jarquez Hunter,,,,,,,,,,,,,,,,,,
Alabama,Auburn,1,1,1,2,Penalty,79,10,-5,79,false,Auburn,14:54,SEC,0,3,4014039571,401403957,Alabama,401403957101854501,SEC,0,3,"AUBURN Penalty, False Start (Kilian Zierer) to the Aub 16",2022-11-26T20:40:45.000Z,2022,13,regular,neither,5.0,Penalty,false,false,,,,,,,,,,,,,,,,,,,,,,,,,False Start,enforced,Auburn,Kilian Zierer,,,,,,,,
Alabama,Auburn,1,1,1,3,Rush,84,15,0,84,false,Auburn,14:34,SEC,0,3,4014039571,401403957,Alabama,401403957101856501,SEC,0,3,Robby Ashford run for no gain to the Aub 16,2022-11-26T20:41:19.000Z,2022,13,regular,neither,7.5,Unsuccessful,false,false,Robby Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Auburn,1,2,1,4,Rush,84,15,8,84,false,Auburn,14:13,SEC,0,3,4014039571,401403957,Alabama,401403957101858601,SEC,0,3,Tank Bigsby run for 8 yds to the Aub 24,2022-11-26T20:41:37.000Z,2022,13,regular,neither,10.5,Unsuccessful,false,false,Tank Bigsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Auburn,1,3,1,5,Pass Incompletion,76,7,0,76,false,Auburn,13:33,SEC,0,3,4014039571,401403957,Alabama,401403957101866601,SEC,0,3,Robby Ashford pass incomplete,2022-11-26T20:42:20.000Z,2022,13,regular,neither,7,Unsuccessful,false,false,,Robby Ashford,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Auburn,1,4,1,6,Punt,76,7,0,76,false,Auburn,13:25,SEC,0,3,4014039571,401403957,Alabama,401403957101867401,SEC,0,3,"Oscar Chapman punt for 42 yds, fair catch by Jahmyr Gibbs at the Alab 34",2022-11-26T20:43:24.000Z,2022,13,regular,neither,7,Punt,false,false,,,,,,,,,,,,,,,,,,Jahmyr Gibbs,,,Oscar Chapman,fair catch,,,,,,,,,,,,,,
Auburn,Alabama,1,1,2,1,Rush,34,10,13,66,false,Auburn,12:55,SEC,0,3,4014039572,401403957,Alabama,401403957101874401,SEC,0,3,Jahmyr Gibbs run for 13 yds to the Alab 47 for a 1ST down,2022-11-26T20:44:08.000Z,2022,13,regular,neither,5.0,Successful,true,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,Alabama,1,1,2,2,Pass Incompletion,47,10,0,53,false,Auburn,12:52,SEC,0,3,4014039572,401403957,Alabama,401403957101874701,SEC,0,3,Bryce Young pass incomplete,2022-11-26T20:44:37.000Z,2022,13,regular,neither,5.0,Unsuccessful,false,false,,Bryce Young,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,Alabama,1,2,2,3,Rush,47,10,7,53,false,Auburn,12:44,SEC,0,3,4014039572,401403957,Alabama,401403957101875501,SEC,0,3,Jahmyr Gibbs run for 7 yds to the Aub 46,2022-11-26T20:44:50.000Z,2022,13,regular,neither,7.0,Successful,false,false,Jahmyr Gibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,Alabama,1,3,2,4,Rush,54,3,0,46,false,Auburn,12:05,SEC,0,3,4014039572,401403957,Alabama,401403957101879401,SEC,0,3,Bryce Young run for no gain to the Aub 46,2022-11-26T20:45:33.000Z,2022,13,regular,neither,3,Unsuccessful,false,false,Bryce Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn,Alabama,1,4,2,5,Punt,54,3,0,46,false,Auburn,11:41,SEC,0,3,4014039572,401403957,Alabama,401403957101885801,SEC,0,3,James Burnip punt for 46 yds for a touchback,2022-11-26T20:46:09.000Z,2022,13,regular,neither,3,Punt,false,false,,,,,,,,,,,,,,,,,,,,,James Burnip,touchback,,,,,,,,,,,,,,
